date,fg_score,fg_rating
2019-07-11,62,greed
2019-07-12,64,greed
2019-07-15,57,greed
2019-07-16,55,greed
2019-07-17,47,neutral
2019-07-18,47,neutral
2019-07-19,44,fear
2019-07-22,44,fear
2019-07-23,50,neutral
2019-07-24,57,greed
2019-07-25,55,greed
2019-07-26,60,greed
2019-07-29,58,greed
2019-07-30,53,neutral
2019-07-31,48,neutral
2019-08-01,43,fear
2019-08-02,36,fear
2019-08-05,22,extreme fear
2019-08-06,27,fear
2019-08-07,25,fear
2019-08-08,25,fear
2019-08-09,25,fear
2019-08-12,23,extreme fear
2019-08-13,27,fear
2019-08-14,21,extreme fear
2019-08-15,19,extreme fear
2019-08-16,20,extreme fear
2019-08-19,26,fear
2019-08-20,23,extreme fear
2019-08-21,25,fear
2019-08-22,25,fear
2019-08-23,18,extreme fear
2019-08-26,19,extreme fear
2019-08-27,16,extreme fear
2019-08-28,18,extreme fear
2019-08-29,26,fear
2019-08-30,23,extreme fear
2019-09-03,25,fear
2019-09-04,28,fear
2019-09-05,39,fear
2019-09-06,35,fear
2019-09-09,45,neutral
2019-09-10,55,greed
2019-09-11,57,greed
2019-09-12,65,greed
2019-09-13,68,greed
2019-09-16,67,greed
2019-09-17,66,greed
2019-09-18,66,greed
2019-09-19,63,greed
2019-09-20,58,greed
2019-09-23,59,greed
2019-09-24,54,neutral
2019-09-25,59,greed
2019-09-26,57,greed
2019-09-27,52,neutral
2019-09-30,54,neutral
2019-10-01,48,neutral
2019-10-02,34,fear
2019-10-03,29,fear
2019-10-04,32,fear
2019-10-07,30,fear
2019-10-08,29,fear
2019-10-09,30,fear
2019-10-10,36,fear
2019-10-11,42,fear
2019-10-14,42,fear
2019-10-15,42,fear
2019-10-16,47,neutral
2019-10-17,50,neutral
2019-10-18,50,neutral
2019-10-21,56,greed
2019-10-22,59,greed
2019-10-23,55,greed
2019-10-24,57,greed
2019-10-25,62,greed
2019-10-28,67,greed
2019-10-29,71,greed
2019-10-30,75,extreme greed
2019-10-31,72,greed
2019-11-01,80,extreme greed
2019-11-04,86,extreme greed
2019-11-05,89,extreme greed
2019-11-06,88,extreme greed
2019-11-07,91,extreme greed
2019-11-08,91,extreme greed
2019-11-11,89,extreme greed
2019-11-12,88,extreme greed
2019-11-13,87,extreme greed
2019-11-14,83,extreme greed
2019-11-15,87,extreme greed
2019-11-18,83,extreme greed
2019-11-19,80,extreme greed
2019-11-20,74,greed
2019-11-21,70,greed
2019-11-22,69,greed
2019-11-25,70,greed
2019-11-26,69,greed
2019-11-27,78,extreme greed
2019-11-29,78,extreme greed
2019-12-02,74,greed
2019-12-03,63,greed
2019-12-04,67,greed
2019-12-05,67,greed
2019-12-06,70,greed
2019-12-09,68,greed
2019-12-10,65,greed
2019-12-11,61,greed
2019-12-12,74,greed
2019-12-13,75,extreme greed
2019-12-16,82,extreme greed
2019-12-17,85,extreme greed
2019-12-18,87,extreme greed
2019-12-19,90,extreme greed
2019-12-20,91,extreme greed
2019-12-23,92,extreme greed
2019-12-24,91,extreme greed
2019-12-26,93,extreme greed
2019-12-27,91,extreme greed
2019-12-30,90,extreme greed
2019-12-31,93,extreme greed
2020-01-02,97,extreme greed
2020-01-03,93,extreme greed
2020-01-06,93,extreme greed
2020-01-07,89,extreme greed
2020-01-08,92,extreme greed
2020-01-09,93,extreme greed
2020-01-10,91,extreme greed
2020-01-13,90,extreme greed
2020-01-14,90,extreme greed
2020-01-15,86,extreme greed
2020-01-16,89,extreme greed
2020-01-17,89,extreme greed
2020-01-21,81,extreme greed
2020-01-22,74,greed
2020-01-23,68,greed
2020-01-24,62,greed
2020-01-27,47,neutral
2020-01-28,53,neutral
2020-01-29,52,neutral
2020-01-30,56,greed
2020-01-31,44,fear
2020-02-03,46,neutral
2020-02-04,55,greed
2020-02-05,60,greed
2020-02-06,63,greed
2020-02-07,57,greed
2020-02-10,57,greed
2020-02-11,56,greed
2020-02-12,60,greed
2020-02-13,58,greed
2020-02-14,55,greed
2020-02-18,51,neutral
2020-02-19,53,neutral
2020-02-20,49,neutral
2020-02-21,44,fear
2020-02-24,29,fear
2020-02-25,22,extreme fear
2020-02-26,21,extreme fear
2020-02-27,13,extreme fear
2020-02-28,10,extreme fear
2020-03-02,12,extreme fear
2020-03-03,10,extreme fear
2020-03-04,15,extreme fear
2020-03-05,9,extreme fear
2020-03-06,6,extreme fear
2020-03-09,3,extreme fear
2020-03-10,6,extreme fear
2020-03-11,4,extreme fear
2020-03-12,2,extreme fear
2020-03-13,5,extreme fear
2020-03-16,3,extreme fear
2020-03-17,5,extreme fear
2020-03-18,5,extreme fear
2020-03-19,7,extreme fear
2020-03-20,8,extreme fear
2020-03-23,5,extreme fear
2020-03-24,13,extreme fear
2020-03-25,17,extreme fear
2020-03-26,22,extreme fear
2020-03-27,23,extreme fear
2020-03-30,25,fear
2020-03-31,25,fear
2020-04-01,22,extreme fear
2020-04-02,22,extreme fear
2020-04-03,22,extreme fear
2020-04-06,32,fear
2020-04-07,26,fear
2020-04-08,33,fear
2020-04-09,43,fear
2020-04-13,36,fear
2020-04-14,45,neutral
2020-04-15,41,fear
2020-04-16,42,fear
2020-04-17,44,fear
2020-04-20,41,fear
2020-04-21,40,fear
2020-04-22,41,fear
2020-04-23,40,fear
2020-04-24,39,fear
2020-04-27,43,fear
2020-04-28,41,fear
2020-04-29,46,neutral
2020-04-30,47,neutral
2020-05-01,42,fear
2020-05-04,44,fear
2020-05-05,44,fear
2020-05-06,40,fear
2020-05-07,41,fear
2020-05-08,45,neutral
2020-05-11,44,fear
2020-05-12,38,fear
2020-05-13,38,fear
2020-05-14,39,fear
2020-05-15,39,fear
2020-05-18,49,neutral
2020-05-19,47,neutral
2020-05-20,53,neutral
2020-05-21,52,neutral
2020-05-22,50,neutral
2020-05-26,51,neutral
2020-05-27,54,neutral
2020-05-28,50,neutral
2020-05-29,52,neutral
2020-06-01,58,greed
2020-06-02,58,greed
2020-06-03,61,greed
2020-06-04,62,greed
2020-06-05,66,greed
2020-07-09,53,neutral
2020-07-10,59,greed
2020-07-13,53,neutral
2020-07-14,62,greed
2020-07-15,63,greed
2020-07-16,62,greed
2020-07-17,63,greed
2020-07-20,66,greed
2020-07-21,65,greed
2020-07-22,65,greed
2020-07-23,68,greed
2020-07-24,63,greed
2020-07-27,66,greed
2020-07-28,62,greed
2020-07-29,65,greed
2020-07-30,61,greed
2020-07-31,65,greed
2020-08-03,67,greed
2020-08-04,68,greed
2020-08-05,70,greed
2020-08-06,74,greed
2020-08-07,72,greed
2020-08-10,75,extreme greed
2020-08-11,71,greed
2020-08-12,74,greed
2020-08-13,72,greed
2020-08-14,72,greed
2020-08-17,71,greed
2020-08-18,70,greed
2020-08-19,68,greed
2020-08-20,70,greed
2020-08-21,70,greed
2020-08-24,73,greed
2020-08-25,74,greed
2020-08-26,75,extreme greed
2020-08-27,76,extreme greed
2020-08-28,78,extreme greed
2020-08-31,74,greed
2020-09-01,77,extreme greed
2020-09-02,78,extreme greed
2020-09-03,58,greed
2020-09-04,59,greed
2020-09-08,54,neutral
2020-09-09,66,greed
2020-09-10,59,greed
2020-09-11,58,greed
2020-09-14,59,greed
2020-09-15,59,greed
2020-09-16,56,greed
2020-09-17,53,neutral
2020-09-18,52,neutral
2020-09-21,51,neutral
2020-09-22,52,neutral
2020-09-23,46,neutral
2020-09-24,48,neutral
2020-09-25,49,neutral
2020-09-28,50,neutral
2020-09-29,44,fear
2020-09-30,45,neutral
2020-10-01,41,fear
2020-10-02,40,fear
2020-10-05,45,neutral
2020-10-06,44,fear
2020-10-07,51,neutral
2020-10-08,53,neutral
2020-10-09,55,greed
2020-10-12,60,greed
2020-10-13,56,greed
2020-10-14,55,greed
2020-10-15,59,greed
2020-10-16,62,greed
2020-10-19,59,greed
2020-10-20,58,greed
2020-10-21,63,greed
2020-10-22,69,greed
2020-10-23,67,greed
2020-10-26,44,fear
2020-10-27,47,neutral
2020-10-28,33,fear
2020-10-29,33,fear
2020-10-30,29,fear
2020-11-02,25,fear
2020-11-03,32,fear
2020-11-04,36,fear
2020-11-05,41,fear
2020-11-06,40,fear
2020-11-09,54,neutral
2020-11-10,58,greed
2020-11-11,66,greed
2020-11-12,55,greed
2020-11-13,59,greed
2020-11-16,71,greed
2020-11-17,67,greed
2020-11-18,63,greed
2020-11-19,64,greed
2020-11-20,62,greed
2020-11-23,75,extreme greed
2020-11-24,88,extreme greed
2020-11-25,91,extreme greed
2020-11-27,92,extreme greed
2020-11-30,88,extreme greed
2020-12-01,85,extreme greed
2020-12-02,87,extreme greed
2020-12-03,85,extreme greed
2020-12-04,89,extreme greed
2020-12-07,88,extreme greed
2020-12-08,82,extreme greed
2020-12-09,80,extreme greed
2020-12-10,77,extreme greed
2020-12-11,76,extreme greed
2020-12-14,69,greed
2020-12-15,69,greed
2020-12-16,69,greed
2020-12-17,71,greed
2020-12-18,63,greed
2020-12-21,63,greed
2020-12-22,59,greed
2020-12-23,57,greed
2020-12-24,54,neutral
2020-12-28,54,neutral
2020-12-29,52,neutral
2020-12-30,50,neutral
2020-12-31,51,neutral
2021-01-04,52,neutral
2021-01-05,53,neutral
2021-01-06,59,greed
2021-01-07,66,greed
2021-01-08,71,greed
2021-01-11,65,greed
2021-01-12,69,greed
2021-01-13,70,greed
2021-01-14,67,greed
2021-01-15,60,greed
2021-01-19,61,greed
2021-01-20,69,greed
2021-01-21,63,greed
2021-01-22,69,greed
2021-01-25,66,greed
2021-01-26,62,greed
2021-01-27,40,fear
2021-01-28,45,neutral
2021-01-29,38,fear
2021-02-01,39,fear
2021-02-02,58,greed
2021-02-03,50,neutral
2021-02-04,60,greed
2021-02-05,60,greed
2021-02-08,56,greed
2021-02-09,65,greed
2021-02-10,63,greed
2021-02-11,66,greed
2021-02-12,73,greed
2021-02-16,71,greed
2021-02-17,66,greed
2021-02-18,59,greed
2021-02-19,59,greed
2021-02-22,58,greed
2021-02-23,57,greed
2021-02-24,63,greed
2021-02-25,58,greed
2021-02-26,48,neutral
2021-03-01,58,greed
2021-03-02,50,neutral
2021-03-03,43,fear
2021-03-04,37,fear
2021-03-05,41,fear
2021-03-08,39,fear
2021-03-09,43,fear
2021-03-10,45,neutral
2021-03-11,50,neutral
2021-03-12,53,neutral
2021-03-15,56,greed
2021-03-16,54,neutral
2021-03-17,57,greed
2021-03-18,52,neutral
2021-03-19,50,neutral
2021-03-22,50,neutral
2021-03-23,41,fear
2021-03-24,37,fear
2021-03-25,37,fear
2021-03-26,37,fear
2021-03-29,39,fear
2021-03-30,42,fear
2021-03-31,44,fear
2021-04-01,46,neutral
2021-04-05,54,neutral
2021-04-06,53,neutral
2021-04-07,52,neutral
2021-04-08,48,neutral
2021-04-09,47,neutral
2021-04-12,43,fear
2021-04-13,43,fear
2021-04-14,39,fear
2021-04-15,47,neutral
2021-04-16,51,neutral
2021-04-19,45,neutral
2021-04-20,42,fear
2021-04-21,49,neutral
2021-04-22,46,neutral
2021-04-23,47,neutral
2021-04-26,50,neutral
2021-04-27,54,neutral
2021-04-28,52,neutral
2021-04-29,56,greed
2021-04-30,46,neutral
2021-05-03,47,neutral
2021-05-04,43,fear
2021-05-05,43,fear
2021-05-06,43,fear
2021-05-07,48,neutral
2021-05-10,44,fear
2021-05-11,42,fear
2021-05-12,26,fear
2021-05-13,34,fear
2021-05-14,35,fear
2021-05-17,36,fear
2021-05-18,34,fear
2021-05-19,32,fear
2021-05-20,32,fear
2021-05-21,29,fear
2021-05-24,29,fear
2021-05-25,26,fear
2021-05-26,28,fear
2021-05-27,30,fear
2021-05-28,31,fear
2021-06-01,35,fear
2021-06-02,42,fear
2021-06-03,40,fear
2021-06-04,41,fear
2021-06-07,44,fear
2021-06-08,46,neutral
2021-06-09,48,neutral
2021-06-10,48,neutral
2021-06-11,51,neutral
2021-06-14,54,neutral
2021-06-15,52,neutral
2021-06-16,44,fear
2021-06-17,42,fear
2021-06-18,31,fear
2021-06-21,32,fear
2021-06-22,32,fear
2021-06-23,33,fear
2021-06-24,36,fear
2021-06-25,41,fear
2021-06-28,41,fear
2021-06-29,39,fear
2021-06-30,38,fear
2021-07-01,38,fear
2021-07-02,38,fear
2021-07-06,33,fear
2021-07-07,33,fear
2021-07-08,26,fear
2021-07-09,31,fear
2021-07-12,31,fear
2021-07-13,31,fear
2021-07-14,29,fear
2021-07-15,27,fear
2021-07-16,26,fear
2021-07-19,8,extreme fear
2021-07-20,20,extreme fear
2021-07-21,24,extreme fear
2021-07-22,24,extreme fear
2021-07-23,28,fear
2021-07-26,30,fear
2021-07-27,27,fear
2021-07-28,27,fear
2021-07-29,29,fear
2021-07-30,25,fear
2021-08-02,25,fear
2021-08-03,29,fear
2021-08-04,28,fear
2021-08-05,29,fear
2021-08-06,31,fear
2021-08-09,32,fear
2021-08-10,34,fear
2021-08-11,37,fear
2021-08-12,43,fear
2021-08-13,47,neutral
2021-08-16,44,fear
2021-08-17,31,fear
2021-08-18,18,extreme fear
2021-08-19,14,extreme fear
2021-08-20,23,extreme fear
2021-08-23,30,fear
2021-08-24,34,fear
2021-08-25,36,fear
2021-08-26,36,fear
2021-08-27,47,neutral
2021-08-28,50,neutral
2021-08-30,47,neutral
2021-08-31,47,neutral
2021-09-01,43,fear
2021-09-02,44,fear
2021-09-03,44,fear
2021-09-06,54,neutral
2021-09-07,41,fear
2021-09-08,38,fear
2021-09-09,33,fear
2021-09-10,20,extreme fear
2021-09-13,28,fear
2021-09-14,24,extreme fear
2021-09-15,31,fear
2021-09-16,31,fear
2021-09-17,17,extreme fear
2021-09-20,11,extreme fear
2021-09-21,11,extreme fear
2021-09-22,20,extreme fear
2021-09-23,24,extreme fear
2021-09-24,23,extreme fear
2021-09-27,24,extreme fear
2021-09-28,12,extreme fear
2021-09-29,12,extreme fear
2021-09-30,9,extreme fear
2021-10-01,18,extreme fear
2021-10-04,9,extreme fear
2021-10-05,18,extreme fear
2021-10-06,20,extreme fear
2021-10-07,24,extreme fear
2021-10-08,25,fear
2021-10-11,25,fear
2021-10-12,22,extreme fear
2021-10-13,24,extreme fear
2021-10-14,31,fear
2021-10-15,43,fear
2021-10-18,46,neutral
2021-10-19,53,neutral
2021-10-20,56,greed
2021-10-21,60,greed
2021-10-22,59,greed
2021-10-25,62,greed
2021-10-26,63,greed
2021-10-27,58,greed
2021-10-28,64,greed
2021-10-29,65,greed
2021-11-01,66,greed
2021-11-02,68,greed
2021-11-03,72,greed
2021-11-04,72,greed
2021-11-05,73,greed
2021-11-08,74,greed
2021-11-09,77,extreme greed
2021-11-10,73,greed
2021-11-11,72,greed
2021-11-12,74,greed
2021-11-15,71,greed
2021-11-16,72,greed
2021-11-17,69,greed
2021-11-18,70,greed
2021-11-19,62,greed
2021-11-22,60,greed
2021-11-23,60,greed
2021-11-24,56,greed
2021-11-25,64,greed
2021-11-26,31,fear
2021-11-29,38,fear
2021-11-30,24,extreme fear
2021-12-01,25,fear
2021-12-02,22,extreme fear
2021-12-03,20,extreme fear
2021-12-06,21,extreme fear
2021-12-07,37,fear
2021-12-08,41,fear
2021-12-09,36,fear
2021-12-10,42,fear
2021-12-13,35,fear
2021-12-14,31,fear
2021-12-15,37,fear
2021-12-16,33,fear
2021-12-17,32,fear
2021-12-20,29,fear
2021-12-21,34,fear
2021-12-22,39,fear
2021-12-23,50,neutral
2021-12-24,40,fear
2021-12-27,56,greed
2021-12-28,62,greed
2021-12-29,64,greed
2021-12-30,63,greed
2021-12-31,62,greed
2022-01-03,65,greed
2022-01-04,64,greed
2022-01-05,51,neutral
2022-01-06,52,neutral
2022-01-07,49,neutral
2022-01-10,51,neutral
2022-01-11,56,greed
2022-01-12,55,greed
2022-01-13,52,neutral
2022-01-14,55,greed
2022-01-18,53,neutral
2022-01-19,44,fear
2022-01-20,39,fear
2022-01-21,26,fear
2022-01-24,23,extreme fear
2022-01-25,20,extreme fear
2022-01-26,19,extreme fear
2022-01-27,18,extreme fear
2022-01-28,23,extreme fear
2022-01-31,29,fear
2022-02-01,30,fear
2022-02-02,28,fear
2022-02-03,26,fear
2022-02-04,27,fear
2022-02-07,27,fear
2022-02-08,28,fear
2022-02-09,32,fear
2022-02-10,33,fear
2022-02-11,28,fear
2022-02-14,25,fear
2022-02-15,29,fear
2022-02-16,32,fear
2022-02-17,32,fear
2022-02-18,29,fear
2022-02-22,28,fear
2022-02-23,18,extreme fear
2022-02-24,21,extreme fear
2022-02-25,28,fear
2022-02-28,25,fear
2022-03-01,22,extreme fear
2022-03-02,17,extreme fear
2022-03-03,21,extreme fear
2022-03-04,18,extreme fear
2022-03-07,16,extreme fear
2022-03-08,16,extreme fear
2022-03-09,18,extreme fear
2022-03-10,17,extreme fear
2022-03-11,19,extreme fear
2022-03-14,17,extreme fear
2022-03-15,21,extreme fear
2022-03-16,25,fear
2022-03-17,33,fear
2022-03-18,38,fear
2022-03-21,40,fear
2022-03-22,44,fear
2022-03-23,45,neutral
2022-03-24,46,neutral
2022-03-25,49,neutral
2022-03-28,51,neutral
2022-03-29,52,neutral
2022-03-30,52,neutral
2022-03-31,59,greed
2022-04-01,59,greed
2022-04-04,61,greed
2022-04-05,47,neutral
2022-04-06,46,neutral
2022-04-07,46,neutral
2022-04-08,46,neutral
2022-04-11,43,fear
2022-04-12,42,fear
2022-04-13,41,fear
2022-04-14,39,fear
2022-04-18,37,fear
2022-04-19,39,fear
2022-04-20,43,fear
2022-04-21,38,fear
2022-04-22,31,fear
2022-04-25,29,fear
2022-04-26,17,extreme fear
2022-04-27,16,extreme fear
2022-04-28,24,extreme fear
2022-04-29,14,extreme fear
2022-05-02,13,extreme fear
2022-05-03,30,fear
2022-05-04,22,extreme fear
2022-05-05,13,extreme fear
2022-05-06,12,extreme fear
2022-05-09,8,extreme fear
2022-05-10,7,extreme fear
2022-05-11,4,extreme fear
2022-05-12,3,extreme fear
2022-05-13,11,extreme fear
2022-05-16,11,extreme fear
2022-05-17,15,extreme fear
2022-05-18,6,extreme fear
2022-05-19,13,extreme fear
2022-05-20,12,extreme fear
2022-05-23,17,extreme fear
2022-05-24,16,extreme fear
2022-05-25,17,extreme fear
2022-05-26,24,extreme fear
2022-05-27,29,fear
2022-05-31,40,fear
2022-06-01,40,fear
2022-06-02,44,fear
2022-06-03,35,fear
2022-06-06,42,fear
2022-06-07,45,neutral
2022-06-08,48,neutral
2022-06-09,47,neutral
2022-06-10,40,fear
2022-06-13,25,fear
2022-06-14,20,extreme fear
2022-06-15,29,fear
2022-06-16,17,extreme fear
2022-06-17,16,extreme fear
2022-06-21,19,extreme fear
2022-06-22,26,fear
2022-06-23,26,fear
2022-06-24,30,fear
2022-06-27,30,fear
2022-06-28,28,fear
2022-06-29,26,fear
2022-06-30,24,extreme fear
2022-07-01,24,extreme fear
2022-07-05,22,extreme fear
2022-07-06,22,extreme fear
2022-07-07,27,fear
2022-07-08,31,fear
2022-07-11,30,fear
2022-07-12,30,fear
2022-07-13,27,fear
2022-07-14,26,fear
2022-07-15,33,fear
2022-07-18,35,fear
2022-07-19,39,fear
2022-07-20,44,fear
2022-07-21,48,neutral
2022-07-22,42,fear
2022-07-25,42,fear
2022-07-26,42,fear
2022-07-27,46,neutral
2022-07-28,48,neutral
2022-07-29,52,neutral
2022-08-01,59,greed
2022-08-02,57,greed
2022-08-03,60,greed
2022-08-04,61,greed
2022-08-05,63,greed
2022-08-08,64,greed
2022-08-09,64,greed
2022-08-10,65,greed
2022-08-11,65,greed
2022-08-12,68,greed
2022-08-15,66,greed
2022-08-16,67,greed
2022-08-17,67,greed
2022-08-18,66,greed
2022-08-19,63,greed
2022-08-22,60,greed
2022-08-23,57,greed
2022-08-24,57,greed
2022-08-25,58,greed
2022-08-26,55,greed
2022-08-29,54,neutral
2022-08-30,49,neutral
2022-08-31,52,neutral
2022-09-01,49,neutral
2022-09-02,42,fear
2022-09-06,40,fear
2022-09-07,39,fear
2022-09-08,40,fear
2022-09-09,43,fear
2022-09-12,47,neutral
2022-09-13,36,fear
2022-09-14,41,fear
2022-09-15,40,fear
2022-09-16,35,fear
2022-09-19,36,fear
2022-09-20,36,fear
2022-09-21,27,fear
2022-09-22,24,extreme fear
2022-09-23,21,extreme fear
2022-09-26,17,extreme fear
2022-09-27,16,extreme fear
2022-09-28,17,extreme fear
2022-09-29,13,extreme fear
2022-09-30,16,extreme fear
2022-10-03,20,extreme fear
2022-10-04,27,fear
2022-10-05,29,fear
2022-10-06,23,extreme fear
2022-10-07,19,extreme fear
2022-10-10,19,extreme fear
2022-10-11,16,extreme fear
2022-10-12,15,extreme fear
2022-10-13,19,extreme fear
2022-10-14,16,extreme fear
2022-10-17,23,extreme fear
2022-10-18,28,fear
2022-10-19,29,fear
2022-10-20,39,fear
2022-10-21,43,fear
2022-10-24,47,neutral
2022-10-25,51,neutral
2022-10-26,53,neutral
2022-10-27,54,neutral
2022-10-28,57,greed
2022-10-31,64,greed
2022-11-01,63,greed
2022-11-02,55,greed
2022-11-03,55,greed
2022-11-04,56,greed
2022-11-07,59,greed
2022-11-08,57,greed
2022-11-09,54,neutral
2022-11-10,60,greed
2022-11-11,63,greed
2022-11-14,62,greed
2022-11-15,66,greed
2022-11-16,65,greed
2022-11-17,61,greed
2022-11-18,60,greed
2022-11-21,60,greed
2022-11-22,60,greed
2022-11-23,64,greed
2022-11-25,63,greed
2022-11-28,59,greed
2022-11-29,58,greed
2022-11-30,73,greed
2022-12-01,75,extreme greed
2022-12-02,68,greed
2022-12-05,65,greed
2022-12-06,61,greed
2022-12-07,58,greed
2022-12-08,55,greed
2022-12-09,52,neutral
2022-12-12,57,greed
2022-12-13,59,greed
2022-12-14,60,greed
2022-12-15,60,greed
2022-12-16,44,fear
2022-12-19,39,fear
2022-12-20,38,fear
2022-12-21,38,fear
2022-12-22,37,fear
2022-12-23,39,fear
2022-12-27,39,fear
2022-12-28,35,fear
2022-12-29,37,fear
2022-12-30,36,fear
2023-01-03,36,fear
2023-01-04,39,fear
2023-01-05,44,fear
2023-01-06,45,neutral
2023-01-09,47,neutral
2023-01-10,49,neutral
2023-01-11,54,neutral
2023-01-12,56,greed
2023-01-13,61,greed
2023-01-17,64,greed
2023-01-18,58,greed
2023-01-19,55,greed
2023-01-20,58,greed
2023-01-23,63,greed
2023-01-24,63,greed
2023-01-25,63,greed
2023-01-26,68,greed
2023-01-27,69,greed
2023-01-30,67,greed
2023-01-31,70,greed
2023-02-01,82,extreme greed
2023-02-02,75,extreme greed
2023-02-03,76,extreme greed
2023-02-06,75,extreme greed
2023-02-07,76,extreme greed
2023-02-08,74,greed
2023-02-09,72,greed
2023-02-10,72,greed
2023-02-13,71,greed
2023-02-14,73,greed
2023-02-15,73,greed
2023-02-16,70,greed
2023-02-17,69,greed
2023-02-21,65,greed
2023-02-22,64,greed
2023-02-23,62,greed
2023-02-24,60,greed
2023-02-27,61,greed
2023-02-28,61,greed
2023-03-01,65,greed
2023-03-02,52,neutral
2023-03-03,55,greed
2023-03-06,55,greed
2023-03-07,48,neutral
2023-03-08,49,neutral
2023-03-09,37,fear
2023-03-10,26,fear
2023-03-13,23,extreme fear
2023-03-14,25,fear
2023-03-15,22,extreme fear
2023-03-16,32,fear
2023-03-17,27,fear
2023-03-20,30,fear
2023-03-21,43,fear
2023-03-22,41,fear
2023-03-23,38,fear
2023-03-24,37,fear
2023-03-27,40,fear
2023-03-28,39,fear
2023-03-29,41,fear
2023-03-30,45,neutral
2023-03-31,49,neutral
2023-04-03,61,greed
2023-04-04,50,neutral
2023-04-05,52,neutral
2023-04-06,55,greed
2023-04-10,57,greed
2023-04-11,58,greed
2023-04-12,60,greed
2023-04-13,63,greed
2023-04-14,65,greed
2023-04-17,67,greed
2023-04-18,65,greed
2023-04-19,67,greed
2023-04-20,64,greed
2023-04-21,63,greed
2023-04-24,63,greed
2023-04-25,57,greed
2023-04-26,52,neutral
2023-04-27,58,greed
2023-04-28,59,greed
2023-05-01,59,greed
2023-05-02,55,greed
2023-05-03,54,neutral
2023-05-04,49,neutral
2023-05-05,53,neutral
2023-05-08,57,greed
2023-05-09,59,greed
2023-05-10,59,greed
2023-05-11,59,greed
2023-05-12,57,greed
2023-05-15,57,greed
2023-05-16,55,greed
2023-05-17,60,greed
2023-05-18,64,greed
2023-05-19,65,greed
2023-05-22,67,greed
2023-05-23,65,greed
2023-05-24,61,greed
2023-05-25,62,greed
2023-05-26,65,greed
2023-05-30,66,greed
2023-05-31,64,greed
2023-06-01,68,greed
2023-06-02,75,extreme greed
2023-06-05,69,greed
2023-06-06,73,greed
2023-06-07,74,greed
2023-06-08,75,extreme greed
2023-06-09,76,extreme greed
2023-06-12,78,extreme greed
2023-06-13,79,extreme greed
2023-06-14,79,extreme greed
2023-06-15,80,extreme greed
2023-06-16,81,extreme greed
2023-06-20,80,extreme greed
2023-06-21,80,extreme greed
2023-06-22,80,extreme greed
2023-06-23,75,extreme greed
2023-06-26,73,greed
2023-06-27,75,extreme greed
2023-06-28,76,extreme greed
2023-06-29,79,extreme greed
2023-06-30,79,extreme greed
2023-07-03,82,extreme greed
2023-07-05,79,extreme greed
2023-07-06,77,extreme greed
2023-07-07,77,extreme greed
2023-07-10,76,extreme greed
2023-07-11,78,extreme greed
2023-07-12,78,extreme greed
2023-07-13,79,extreme greed
2023-07-14,79,extreme greed
2023-07-17,80,extreme greed
2023-07-18,81,extreme greed
2023-07-19,82,extreme greed
2023-07-20,80,extreme greed
2023-07-21,81,extreme greed
2023-07-24,82,extreme greed
2023-07-25,81,extreme greed
2023-07-26,80,extreme greed
2023-07-27,77,extreme greed
2023-07-28,76,extreme greed
2023-07-31,77,extreme greed
2023-08-01,77,extreme greed
2023-08-02,77,extreme greed
2023-08-03,73,greed
2023-08-04,64,greed
2023-08-07,72,greed
2023-08-08,69,greed
2023-08-09,67,greed
2023-08-10,66,greed
2023-08-11,65,greed
2023-08-14,66,greed
2023-08-15,54,neutral
2023-08-16,49,neutral
2023-08-17,46,neutral
2023-08-18,43,fear
2023-08-21,43,fear
2023-08-22,43,fear
2023-08-23,50,neutral
2023-08-24,40,fear
2023-08-25,47,neutral
2023-08-28,45,neutral
2023-08-29,49,neutral
2023-08-30,50,neutral
2023-08-31,52,neutral
2023-09-01,55,greed
2023-09-05,59,greed
2023-09-06,56,greed
2023-09-07,53,neutral
2023-09-08,51,neutral
2023-09-11,52,neutral
2023-09-12,51,neutral
2023-09-13,51,neutral
2023-09-14,54,neutral
2023-09-15,52,neutral
2023-09-18,49,neutral
2023-09-19,49,neutral
2023-09-20,48,neutral
2023-09-21,37,fear
2023-09-22,33,fear
2023-09-25,38,fear
2023-09-26,24,extreme fear
2023-09-27,22,extreme fear
2023-09-28,29,fear
2023-09-29,28,fear
2023-10-02,28,fear
2023-10-03,20,extreme fear
2023-10-04,20,extreme fear
2023-10-05,20,extreme fear
2023-10-06,27,fear
2023-10-09,29,fear
2023-10-10,32,fear
2023-10-11,34,fear
2023-10-12,35,fear
2023-10-13,26,fear
2023-10-16,35,fear
2023-10-17,39,fear
2023-10-18,30,fear
2023-10-19,29,fear
2023-10-20,22,extreme fear
2023-10-23,25,fear
2023-10-24,33,fear
2023-10-25,25,fear
2023-10-26,22,extreme fear
2023-10-27,21,extreme fear
2023-10-30,29,fear
2023-10-31,30,fear
2023-11-01,32,fear
2023-11-02,37,fear
2023-11-03,36,fear
2023-11-06,38,fear
2023-11-07,39,fear
2023-11-08,39,fear
2023-11-09,41,fear
2023-11-10,41,fear
2023-11-13,39,fear
2023-11-14,46,neutral
2023-11-15,52,neutral
2023-11-16,55,greed
2023-11-17,58,greed
2023-11-20,61,greed
2023-11-21,61,greed
2023-11-22,65,greed
2023-11-24,66,greed
2023-11-27,65,greed
2023-11-28,65,greed
2023-11-29,63,greed
2023-11-30,64,greed
